[1,*] = 1 34.423 2 31.556 3 31.556 4 28.507 5 28.507 6 25.364 7 25.364 8 22.167 9 18.944 10 18.944 11 15.71 12 15.71 13 12.475 14 9.25 15 9.25 16 9.25 
[2,*] = 1 1720.232 2 1608.395 3 1608.395 4 1495.691 5 1495.691 6 1382.539 7 1382.539 8 1269.127 9 1155.584 10 1155.584 11 1041.991 12 1041.991 13 928.392 14 814.868 15 814.868 16 814.868 
[3,*] = 1 5823.741 2 5460.278 3 5460.278 4 5095.346 5 5095.346 6 4729.652 7 4729.652 8 4363.517 9 3997.16 10 3997.16 11 3630.717 12 3630.717 13 3264.263 14 2897.943 15 2897.943 16 2897.943 
[4,*] = 1 12431.961 2 11669.206 3 11669.206 4 10904.378 5 10904.378 6 10138.475 7 10138.475 8 9371.95 9 8605.112 10 8605.112 11 7838.152 12 7838.152 13 7071.176 14 6304.394 15 6304.394 16 6304.394 
[5,*] = 1 21541.963 2 20232.253 3 20232.253 4 18919.869 5 18919.869 6 17606.096 7 17606.096 8 16291.519 9 14976.538 10 14976.538 11 13661.4 12 13661.4 13 12346.24 14 11031.334 15 11031.334 16 11031.334 
[6,*] = 1 31809.519 2 29881.197 3 29881.197 4 27949.686 5 27949.686 6 26016.545 7 26016.545 8 24082.497 9 22148.046 10 22148.046 11 20213.509 12 20213.509 13 18279.061 14 16345.054 15 16345.054 16 16345.054 
[7,*] = 1 35605.329 2 33444.723 3 33444.723 4 31280.87 5 31280.87 6 29115.456 7 29115.456 8 26949.284 9 24782.932 10 24782.932 11 22616.787 12 22616.787 13 20451.109 14 18286.35 15 18286.35 16 18286.35 
;
param CD_BM := 
[1,*] = 1 2.316 2 2.867 3 2.867 4 3.05 5 3.05 6 3.143 7 3.143 8 3.197 9 3.223 10 3.223 11 3.234 12 3.234 13 3.235 14 3.225 15 3.225 16 3.225 
[2,*] = 1 109.252 2 111.837 3 111.837 4 112.704 5 112.704 6 113.152 7 113.152 8 113.412 9 113.542 10 113.542 11 113.593 12 113.593 13 113.6 14 113.524 15 113.524 16 113.524 
[3,*] = 1 359.084 2 363.463 3 363.463 4 364.932 5 364.932 6 365.694 7 365.694 8 366.135 9 366.357 10 366.357 11 366.443 12 366.443 13 366.454 14 366.319 15 366.319 16 366.319 
[4,*] = 1 756.583 2 762.755 3 762.755 4 764.828 5 764.828 6 765.903 7 765.903 8 766.525 9 766.838 10 766.838 11 766.96 12 766.96 13 766.976 14 766.782 15 766.782 16 766.782 
[5,*] = 1 1301.744 2 1309.71 3 1309.71 4 1312.385 5 1312.385 6 1313.773 7 1313.773 8 1314.577 9 1314.981 10 1314.981 11 1315.139 12 1315.139 13 1315.159 14 1314.906 15 1314.906 16 1314.906 
[6,*] = 1 1918.766 2 1928.322 3 1928.322 4 1931.511 5 1931.511 6 1933.141 7 1933.141 8 1934.048 9 1934.451 10 1934.451 11 1934.538 12 1934.538 13 1934.448 14 1934.007 15 1934.007 16 1934.007 
[7,*] = 1 2150.61 2 2160.607 3 2160.607 4 2163.852 5 2163.852 6 2165.414 7 2165.414 8 2166.172 9 2166.353 10 2166.353 11 2166.145 12 2166.145 13 2165.678 14 2164.759 15 2164.759 16 2164.759 
;
param CT_BM := 
[1,*] = 1 -2.952 2 -3.067 3 -3.067 4 -3.131 5 -3.131 6 -3.166 7 -3.166 8 -3.18 9 -3.183 10 -3.183 11 -3.175 12 -3.175 13 -3.151 14 -3.103 15 -3.103 16 -3.103 
[2,*] = 1 -102.674 2 -103.224 3 -103.224 4 -103.536 5 -103.536 6 -103.704 7 -103.704 8 -103.773 9 -103.776 10 -103.776 11 -103.712 12 -103.712 13 -103.485 14 -102.986 15 -102.986 16 -102.986 
[3,*] = 1 -313.025 2 -313.958 3 -313.958 4 -314.488 5 -314.488 6 -314.774 7 -314.774 8 -314.891 9 -314.895 10 -314.895 11 -314.778 12 -314.778 13 -314.363 14 -313.44 15 -313.44 16 -313.44 
[4,*] = 1 -616.49 2 -617.806 3 -617.806 4 -618.553 5 -618.553 6 -618.958 7 -618.958 8 -619.123 9 -619.126 10 -619.126 11 -618.958 12 -618.958 13 -618.355 14 -617.008 15 -617.008 16 -617.008 
[5,*] = 1 -990.731 2 -992.431 3 -992.431 4 -993.395 5 -993.395 6 -993.918 7 -993.918 8 -994.132 9 -994.135 10 -994.135 11 -993.914 12 -993.914 13 -993.124 14 -991.352 15 -991.352 16 -991.352 
[6,*] = 1 -1369.6 2 -1371.638 3 -1371.638 4 -1372.788 5 -1372.788 6 -1373.403 7 -1373.403 8 -1373.639 9 -1373.615 10 -1373.615 11 -1373.315 12 -1373.315 13 -1372.315 14 -1370.105 15 -1370.105 16 -1370.105 
[7,*] = 1 -1501.74 2 -1503.871 3 -1503.871 4 -1505.059 5 -1505.059 6 -1505.672 7 -1505.672 8 -1505.877 9 -1505.797 10 -1505.797 11 -1505.413 12 -1505.413 13 -1504.274 14 -1501.837 15 -1501.837 16 -1501.837 
;
param IIS := 0
